Tag1,Tag2,Value
e6576040-ba5a-4f51-b547-3d1ec7005afd,07d262e6-6d4c-477b-84d2-ce4c12111831,66.67
e6576040-ba5a-4f51-b547-3d1ec7005afd,c373bb8a-e747-4bbf-8cf8-f71b1797ecb2,66.67
e6576040-ba5a-4f51-b547-3d1ec7005afd,573f66fb-369b-4745-a597-1d5b73202666,66.67
e6576040-ba5a-4f51-b547-3d1ec7005afd,bd89535d-49e0-4ad6-9a79-556e5d68f2f5,66.67
e6576040-ba5a-4f51-b547-3d1ec7005afd,9630770d-10a9-4812-bd57-e8282408214b,66.67
e6576040-ba5a-4f51-b547-3d1ec7005afd,f2a408d2-ee78-444e-9ea6-50627db70a8d,66.67
e6576040-ba5a-4f51-b547-3d1ec7005afd,ee44a28d-62cd-407b-a910-9f0c21897c7a,66.67
e6576040-ba5a-4f51-b547-3d1ec7005afd,71c1d5ea-f690-401a-b582-a450c11fdc03,66.67
e6576040-ba5a-4f51-b547-3d1ec7005afd,690df635-7a54-41d1-882c-9efe419e7aea,33.33
e6576040-ba5a-4f51-b547-3d1ec7005afd,deca9f56-0341-4841-91dc-6dbad53abab6,66.67
e6576040-ba5a-4f51-b547-3d1ec7005afd,3bb92fda-bc2a-418e-b181-10021ec8d6bc,66.67
e6576040-ba5a-4f51-b547-3d1ec7005afd,52e88ceb-6dfb-4bfc-8b9c-b2109da34b6d,33.33
e6576040-ba5a-4f51-b547-3d1ec7005afd,69ab0593-b7a2-4287-b0a0-7fc43f8c544c,33.33
e6576040-ba5a-4f51-b547-3d1ec7005afd,1e923a97-ddfc-4433-a249-bd4b063ac987,66.67
e6576040-ba5a-4f51-b547-3d1ec7005afd,a3b4c6e2-02ee-4630-a1c3-7e7e97553531,33.33
e6576040-ba5a-4f51-b547-3d1ec7005afd,61c889b5-94dc-4658-b34d-c91c02019ce7,33.33
e6576040-ba5a-4f51-b547-3d1ec7005afd,6089ae74-7f5d-4c44-b3fb-0fe1a576313c,66.67
e6576040-ba5a-4f51-b547-3d1ec7005afd,ace285c9-0e38-4ef4-b688-dfeaf68cb7c7,66.67
e6576040-ba5a-4f51-b547-3d1ec7005afd,4d792ac2-4dcb-483c-bd90-1e681e8b4915,66.67
e6576040-ba5a-4f51-b547-3d1ec7005afd,d2eea333-8503-47e7-9e2e-cb0f79f69ddc,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,07d262e6-6d4c-477b-84d2-ce4c12111831,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,c373bb8a-e747-4bbf-8cf8-f71b1797ecb2,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,573f66fb-369b-4745-a597-1d5b73202666,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,bd89535d-49e0-4ad6-9a79-556e5d68f2f5,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,9630770d-10a9-4812-bd57-e8282408214b,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,f2a408d2-ee78-444e-9ea6-50627db70a8d,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,ee44a28d-62cd-407b-a910-9f0c21897c7a,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,71c1d5ea-f690-401a-b582-a450c11fdc03,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,690df635-7a54-41d1-882c-9efe419e7aea,33.33
17be6648-0253-4759-b13c-63e0c7ea1c7e,deca9f56-0341-4841-91dc-6dbad53abab6,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,3bb92fda-bc2a-418e-b181-10021ec8d6bc,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,52e88ceb-6dfb-4bfc-8b9c-b2109da34b6d,33.33
17be6648-0253-4759-b13c-63e0c7ea1c7e,69ab0593-b7a2-4287-b0a0-7fc43f8c544c,33.33
17be6648-0253-4759-b13c-63e0c7ea1c7e,1e923a97-ddfc-4433-a249-bd4b063ac987,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,a3b4c6e2-02ee-4630-a1c3-7e7e97553531,33.33
17be6648-0253-4759-b13c-63e0c7ea1c7e,61c889b5-94dc-4658-b34d-c91c02019ce7,33.33
17be6648-0253-4759-b13c-63e0c7ea1c7e,6089ae74-7f5d-4c44-b3fb-0fe1a576313c,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,ace285c9-0e38-4ef4-b688-dfeaf68cb7c7,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,4d792ac2-4dcb-483c-bd90-1e681e8b4915,66.67
17be6648-0253-4759-b13c-63e0c7ea1c7e,d2eea333-8503-47e7-9e2e-cb0f79f69ddc,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,07d262e6-6d4c-477b-84d2-ce4c12111831,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,c373bb8a-e747-4bbf-8cf8-f71b1797ecb2,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,573f66fb-369b-4745-a597-1d5b73202666,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,bd89535d-49e0-4ad6-9a79-556e5d68f2f5,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,9630770d-10a9-4812-bd57-e8282408214b,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,f2a408d2-ee78-444e-9ea6-50627db70a8d,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,ee44a28d-62cd-407b-a910-9f0c21897c7a,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,71c1d5ea-f690-401a-b582-a450c11fdc03,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,690df635-7a54-41d1-882c-9efe419e7aea,33.33
4e35b1e9-2788-4088-9645-4adddd5eb0c7,deca9f56-0341-4841-91dc-6dbad53abab6,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,3bb92fda-bc2a-418e-b181-10021ec8d6bc,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,52e88ceb-6dfb-4bfc-8b9c-b2109da34b6d,33.33
4e35b1e9-2788-4088-9645-4adddd5eb0c7,69ab0593-b7a2-4287-b0a0-7fc43f8c544c,33.33
4e35b1e9-2788-4088-9645-4adddd5eb0c7,1e923a97-ddfc-4433-a249-bd4b063ac987,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,a3b4c6e2-02ee-4630-a1c3-7e7e97553531,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,61c889b5-94dc-4658-b34d-c91c02019ce7,33.33
4e35b1e9-2788-4088-9645-4adddd5eb0c7,6089ae74-7f5d-4c44-b3fb-0fe1a576313c,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,ace285c9-0e38-4ef4-b688-dfeaf68cb7c7,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,4d792ac2-4dcb-483c-bd90-1e681e8b4915,66.67
4e35b1e9-2788-4088-9645-4adddd5eb0c7,d2eea333-8503-47e7-9e2e-cb0f79f69ddc,66.67
cfb91212-419d-4e60-a833-a88ab30030da,07d262e6-6d4c-477b-84d2-ce4c12111831,33.33
cfb91212-419d-4e60-a833-a88ab30030da,c373bb8a-e747-4bbf-8cf8-f71b1797ecb2,66.67
cfb91212-419d-4e60-a833-a88ab30030da,573f66fb-369b-4745-a597-1d5b73202666,66.67
cfb91212-419d-4e60-a833-a88ab30030da,bd89535d-49e0-4ad6-9a79-556e5d68f2f5,66.67
cfb91212-419d-4e60-a833-a88ab30030da,9630770d-10a9-4812-bd57-e8282408214b,66.67
cfb91212-419d-4e60-a833-a88ab30030da,f2a408d2-ee78-444e-9ea6-50627db70a8d,66.67
cfb91212-419d-4e60-a833-a88ab30030da,ee44a28d-62cd-407b-a910-9f0c21897c7a,33.33
cfb91212-419d-4e60-a833-a88ab30030da,71c1d5ea-f690-401a-b582-a450c11fdc03,66.67
cfb91212-419d-4e60-a833-a88ab30030da,690df635-7a54-41d1-882c-9efe419e7aea,33.33
cfb91212-419d-4e60-a833-a88ab30030da,deca9f56-0341-4841-91dc-6dbad53abab6,66.67
cfb91212-419d-4e60-a833-a88ab30030da,3bb92fda-bc2a-418e-b181-10021ec8d6bc,66.67
cfb91212-419d-4e60-a833-a88ab30030da,52e88ceb-6dfb-4bfc-8b9c-b2109da34b6d,33.33
cfb91212-419d-4e60-a833-a88ab30030da,69ab0593-b7a2-4287-b0a0-7fc43f8c544c,33.33
cfb91212-419d-4e60-a833-a88ab30030da,1e923a97-ddfc-4433-a249-bd4b063ac987,66.67
cfb91212-419d-4e60-a833-a88ab30030da,a3b4c6e2-02ee-4630-a1c3-7e7e97553531,33.33
cfb91212-419d-4e60-a833-a88ab30030da,61c889b5-94dc-4658-b34d-c91c02019ce7,33.33
cfb91212-419d-4e60-a833-a88ab30030da,6089ae74-7f5d-4c44-b3fb-0fe1a576313c,66.67
cfb91212-419d-4e60-a833-a88ab30030da,ace285c9-0e38-4ef4-b688-dfeaf68cb7c7,66.67
cfb91212-419d-4e60-a833-a88ab30030da,4d792ac2-4dcb-483c-bd90-1e681e8b4915,66.67
cfb91212-419d-4e60-a833-a88ab30030da,d2eea333-8503-47e7-9e2e-cb0f79f69ddc,66.67
088890a8-13a3-4eee-a3cd-07a5eadf9819,07d262e6-6d4c-477b-84d2-ce4c12111831,33.33
088890a8-13a3-4eee-a3cd-07a5eadf9819,c373bb8a-e747-4bbf-8cf8-f71b1797ecb2,66.67
088890a8-13a3-4eee-a3cd-07a5eadf9819,573f66fb-369b-4745-a597-1d5b73202666,66.67
088890a8-13a3-4eee-a3cd-07a5eadf9819,bd89535d-49e0-4ad6-9a79-556e5d68f2f5,66.67
088890a8-13a3-4eee-a3cd-07a5eadf9819,9630770d-10a9-4812-bd57-e8282408214b,66.67
088890a8-13a3-4eee-a3cd-07a5eadf9819,f2a408d2-ee78-444e-9ea6-50627db70a8d,66.67
088890a8-13a3-4eee-a3cd-07a5eadf9819,ee44a28d-62cd-407b-a910-9f0c21897c7a,66.67
088890a8-13a3-4eee-a3cd-07a5eadf9819,71c1d5ea-f690-401a-b582-a450c11fdc03,66.67
088890a8-13a3-4eee-a3cd-07a5eadf9819,690df635-7a54-41d1-882c-9efe419e7aea,33.33
088890a8-13a3-4eee-a3cd-07a5eadf9819,deca9f56-0341-4841-91dc-6dbad53abab6,66.67
088890a8-13a3-4eee-a3cd-07a5eadf9819,3bb92fda-bc2a-418e-b181-10021ec8d6bc,66.67
088890a8-13a3-4eee-a3cd-07a5eadf9819,52e88ceb-6dfb-4bfc-8b9c-b2109da34b6d,33.33
088890a8-13a3-4eee-a3cd-07a5eadf9819,69ab0593-b7a2-4287-b0a0-7fc43f8c544c,33.33
088890a8-13a3-4eee-a3cd-07a5eadf9819,1e923a97-ddfc-4433-a249-bd4b063ac987,66.67
088890a8-13a3-4eee-a3cd-07a5eadf9819,a3b4c6e2-02ee-4630-a1c3-7e7e97553531,33.33
088890a8-13a3-4eee-a3cd-07a5eadf9819,61c889b5-94dc-4658-b34d-c91c02019ce7,33.33
088890a8-13a3-4eee-a3cd-07a5eadf9819,6089ae74-7f5d-4c44-b3fb-0fe1a576313c,66.67
088890a8-13a3-4eee-a3cd-07a5eadf9819,ace285c9-0e38-4ef4-b688-dfeaf68cb7c7,66.67
088890a8-13a3-4eee-a3cd-07a5eadf9819,4d792ac2-4dcb-483c-bd90-1e681e8b4915,66.67
088890a8-13a3-4eee-a3cd-07a5eadf9819,d2eea333-8503-47e7-9e2e-cb0f79f69ddc,66.67
615989bc-d4a1-403b-9750-ef2a7b024129,07d262e6-6d4c-477b-84d2-ce4c12111831,33.33
615989bc-d4a1-403b-9750-ef2a7b024129,c373bb8a-e747-4bbf-8cf8-f71b1797ecb2,66.67
615989bc-d4a1-403b-9750-ef2a7b024129,573f66fb-369b-4745-a597-1d5b73202666,66.67
615989bc-d4a1-403b-9750-ef2a7b024129,bd89535d-49e0-4ad6-9a79-556e5d68f2f5,66.67
615989bc-d4a1-403b-9750-ef2a7b024129,9630770d-10a9-4812-bd57-e8282408214b,66.67
615989bc-d4a1-403b-9750-ef2a7b024129,f2a408d2-ee78-444e-9ea6-50627db70a8d,66.67
615989bc-d4a1-403b-9750-ef2a7b024129,ee44a28d-62cd-407b-a910-9f0c21897c7a,66.67
615989bc-d4a1-403b-9750-ef2a7b024129,71c1d5ea-f690-401a-b582-a450c11fdc03,66.67
615989bc-d4a1-403b-9750-ef2a7b024129,690df635-7a54-41d1-882c-9efe419e7aea,33.33
615989bc-d4a1-403b-9750-ef2a7b024129,deca9f56-0341-4841-91dc-6dbad53abab6,66.67
615989bc-d4a1-403b-9750-ef2a7b024129,3bb92fda-bc2a-418e-b181-10021ec8d6bc,66.67
615989bc-d4a1-403b-9750-ef2a7b024129,52e88ceb-6dfb-4bfc-8b9c-b2109da34b6d,33.33
615989bc-d4a1-403b-9750-ef2a7b024129,69ab0593-b7a2-4287-b0a0-7fc43f8c544c,33.33
615989bc-d4a1-403b-9750-ef2a7b024129,1e923a97-ddfc-4433-a249-bd4b063ac987,66.67
615989bc-d4a1-403b-9750-ef2a7b024129,a3b4c6e2-02ee-4630-a1c3-7e7e97553531,33.33
615989bc-d4a1-403b-9750-ef2a7b024129,61c889b5-94dc-4658-b34d-c91c02019ce7,33.33
615989bc-d4a1-403b-9750-ef2a7b024129,6089ae74-7f5d-4c44-b3fb-0fe1a576313c,66.67
615989bc-d4a1-403b-9750-ef2a7b024129,ace285c9-0e38-4ef4-b688-dfeaf68cb7c7,66.67
615989bc-d4a1-403b-9750-ef2a7b024129,4d792ac2-4dcb-483c-bd90-1e681e8b4915,66.67
615989bc-d4a1-403b-9750-ef2a7b024129,d2eea333-8503-47e7-9e2e-cb0f79f69ddc,66.67
415974ec-c5bf-4e57-ade8-a35772e682fb,07d262e6-6d4c-477b-84d2-ce4c12111831,33.33
415974ec-c5bf-4e57-ade8-a35772e682fb,c373bb8a-e747-4bbf-8cf8-f71b1797ecb2,66.67
415974ec-c5bf-4e57-ade8-a35772e682fb,573f66fb-369b-4745-a597-1d5b73202666,66.67
415974ec-c5bf-4e57-ade8-a35772e682fb,bd89535d-49e0-4ad6-9a79-556e5d68f2f5,66.67
415974ec-c5bf-4e57-ade8-a35772e682fb,9630770d-10a9-4812-bd57-e8282408214b,66.67
415974ec-c5bf-4e57-ade8-a35772e682fb,f2a408d2-ee78-444e-9ea6-50627db70a8d,66.67
415974ec-c5bf-4e57-ade8-a35772e682fb,ee44a28d-62cd-407b-a910-9f0c21897c7a,66.67
415974ec-c5bf-4e57-ade8-a35772e682fb,71c1d5ea-f690-401a-b582-a450c11fdc03,33.33
415974ec-c5bf-4e57-ade8-a35772e682fb,690df635-7a54-41d1-882c-9efe419e7aea,33.33
415974ec-c5bf-4e57-ade8-a35772e682fb,deca9f56-0341-4841-91dc-6dbad53abab6,66.67
415974ec-c5bf-4e57-ade8-a35772e682fb,3bb92fda-bc2a-418e-b181-10021ec8d6bc,66.67
415974ec-c5bf-4e57-ade8-a35772e682fb,52e88ceb-6dfb-4bfc-8b9c-b2109da34b6d,33.33
415974ec-c5bf-4e57-ade8-a35772e682fb,69ab0593-b7a2-4287-b0a0-7fc43f8c544c,33.33
415974ec-c5bf-4e57-ade8-a35772e682fb,1e923a97-ddfc-4433-a249-bd4b063ac987,66.67
415974ec-c5bf-4e57-ade8-a35772e682fb,a3b4c6e2-02ee-4630-a1c3-7e7e97553531,33.33
415974ec-c5bf-4e57-ade8-a35772e682fb,61c889b5-94dc-4658-b34d-c91c02019ce7,33.33
415974ec-c5bf-4e57-ade8-a35772e682fb,6089ae74-7f5d-4c44-b3fb-0fe1a576313c,66.67
415974ec-c5bf-4e57-ade8-a35772e682fb,ace285c9-0e38-4ef4-b688-dfeaf68cb7c7,66.67
415974ec-c5bf-4e57-ade8-a35772e682fb,4d792ac2-4dcb-483c-bd90-1e681e8b4915,66.67
415974ec-c5bf-4e57-ade8-a35772e682fb,d2eea333-8503-47e7-9e2e-cb0f79f69ddc,66.67
7072a607-de62-4482-83d8-d49df408dd9f,07d262e6-6d4c-477b-84d2-ce4c12111831,33.33
7072a607-de62-4482-83d8-d49df408dd9f,c373bb8a-e747-4bbf-8cf8-f71b1797ecb2,66.67
7072a607-de62-4482-83d8-d49df408dd9f,573f66fb-369b-4745-a597-1d5b73202666,66.67
7072a607-de62-4482-83d8-d49df408dd9f,bd89535d-49e0-4ad6-9a79-556e5d68f2f5,66.67
7072a607-de62-4482-83d8-d49df408dd9f,9630770d-10a9-4812-bd57-e8282408214b,66.67
7072a607-de62-4482-83d8-d49df408dd9f,f2a408d2-ee78-444e-9ea6-50627db70a8d,66.67
7072a607-de62-4482-83d8-d49df408dd9f,ee44a28d-62cd-407b-a910-9f0c21897c7a,33.33
7072a607-de62-4482-83d8-d49df408dd9f,71c1d5ea-f690-401a-b582-a450c11fdc03,33.33
7072a607-de62-4482-83d8-d49df408dd9f,690df635-7a54-41d1-882c-9efe419e7aea,33.33
7072a607-de62-4482-83d8-d49df408dd9f,deca9f56-0341-4841-91dc-6dbad53abab6,66.67
7072a607-de62-4482-83d8-d49df408dd9f,3bb92fda-bc2a-418e-b181-10021ec8d6bc,66.67
7072a607-de62-4482-83d8-d49df408dd9f,52e88ceb-6dfb-4bfc-8b9c-b2109da34b6d,33.33
7072a607-de62-4482-83d8-d49df408dd9f,69ab0593-b7a2-4287-b0a0-7fc43f8c544c,33.33
7072a607-de62-4482-83d8-d49df408dd9f,1e923a97-ddfc-4433-a249-bd4b063ac987,66.67
7072a607-de62-4482-83d8-d49df408dd9f,a3b4c6e2-02ee-4630-a1c3-7e7e97553531,33.33
7072a607-de62-4482-83d8-d49df408dd9f,61c889b5-94dc-4658-b34d-c91c02019ce7,33.33
7072a607-de62-4482-83d8-d49df408dd9f,6089ae74-7f5d-4c44-b3fb-0fe1a576313c,66.67
7072a607-de62-4482-83d8-d49df408dd9f,ace285c9-0e38-4ef4-b688-dfeaf68cb7c7,66.67
7072a607-de62-4482-83d8-d49df408dd9f,4d792ac2-4dcb-483c-bd90-1e681e8b4915,66.67
7072a607-de62-4482-83d8-d49df408dd9f,d2eea333-8503-47e7-9e2e-cb0f79f69ddc,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,07d262e6-6d4c-477b-84d2-ce4c12111831,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,c373bb8a-e747-4bbf-8cf8-f71b1797ecb2,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,573f66fb-369b-4745-a597-1d5b73202666,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,bd89535d-49e0-4ad6-9a79-556e5d68f2f5,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,9630770d-10a9-4812-bd57-e8282408214b,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,f2a408d2-ee78-444e-9ea6-50627db70a8d,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,ee44a28d-62cd-407b-a910-9f0c21897c7a,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,71c1d5ea-f690-401a-b582-a450c11fdc03,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,690df635-7a54-41d1-882c-9efe419e7aea,33.33
6bd4c082-8898-4ebd-a507-ea50194885d2,deca9f56-0341-4841-91dc-6dbad53abab6,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,3bb92fda-bc2a-418e-b181-10021ec8d6bc,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,52e88ceb-6dfb-4bfc-8b9c-b2109da34b6d,33.33
6bd4c082-8898-4ebd-a507-ea50194885d2,69ab0593-b7a2-4287-b0a0-7fc43f8c544c,33.33
6bd4c082-8898-4ebd-a507-ea50194885d2,1e923a97-ddfc-4433-a249-bd4b063ac987,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,a3b4c6e2-02ee-4630-a1c3-7e7e97553531,33.33
6bd4c082-8898-4ebd-a507-ea50194885d2,61c889b5-94dc-4658-b34d-c91c02019ce7,33.33
6bd4c082-8898-4ebd-a507-ea50194885d2,6089ae74-7f5d-4c44-b3fb-0fe1a576313c,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,ace285c9-0e38-4ef4-b688-dfeaf68cb7c7,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,4d792ac2-4dcb-483c-bd90-1e681e8b4915,66.67
6bd4c082-8898-4ebd-a507-ea50194885d2,d2eea333-8503-47e7-9e2e-cb0f79f69ddc,66.67
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,07d262e6-6d4c-477b-84d2-ce4c12111831,66.67
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,c373bb8a-e747-4bbf-8cf8-f71b1797ecb2,66.67
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,573f66fb-369b-4745-a597-1d5b73202666,66.67
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,bd89535d-49e0-4ad6-9a79-556e5d68f2f5,66.67
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,9630770d-10a9-4812-bd57-e8282408214b,66.67
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,f2a408d2-ee78-444e-9ea6-50627db70a8d,66.67
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,ee44a28d-62cd-407b-a910-9f0c21897c7a,66.67
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,71c1d5ea-f690-401a-b582-a450c11fdc03,33.33
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,690df635-7a54-41d1-882c-9efe419e7aea,33.33
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,deca9f56-0341-4841-91dc-6dbad53abab6,66.67
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,3bb92fda-bc2a-418e-b181-10021ec8d6bc,66.67
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,52e88ceb-6dfb-4bfc-8b9c-b2109da34b6d,33.33
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,69ab0593-b7a2-4287-b0a0-7fc43f8c544c,33.33
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,1e923a97-ddfc-4433-a249-bd4b063ac987,66.67
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,a3b4c6e2-02ee-4630-a1c3-7e7e97553531,33.33
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,61c889b5-94dc-4658-b34d-c91c02019ce7,33.33
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,6089ae74-7f5d-4c44-b3fb-0fe1a576313c,66.67
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,ace285c9-0e38-4ef4-b688-dfeaf68cb7c7,66.67
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,4d792ac2-4dcb-483c-bd90-1e681e8b4915,66.67
21a0a0da-c4ea-4efe-ad94-1ffe6f86f7c0,d2eea333-8503-47e7-9e2e-cb0f79f69ddc,66.67
685b4439-9888-4cee-8c00-b0ff1ec4edcc,07d262e6-6d4c-477b-84d2-ce4c12111831,33.33
685b4439-9888-4cee-8c00-b0ff1ec4edcc,c373bb8a-e747-4bbf-8cf8-f71b1797ecb2,66.67
685b4439-9888-4cee-8c00-b0ff1ec4edcc,573f66fb-369b-4745-a597-1d5b73202666,66.67
685b4439-9888-4cee-8c00-b0ff1ec4edcc,bd89535d-49e0-4ad6-9a79-556e5d68f2f5,66.67
685b4439-9888-4cee-8c00-b0ff1ec4edcc,9630770d-10a9-4812-bd57-e8282408214b,66.67
685b4439-9888-4cee-8c00-b0ff1ec4edcc,f2a408d2-ee78-444e-9ea6-50627db70a8d,66.67
685b4439-9888-4cee-8c00-b0ff1ec4edcc,ee44a28d-62cd-407b-a910-9f0c21897c7a,66.67
685b4439-9888-4cee-8c00-b0ff1ec4edcc,71c1d5ea-f690-401a-b582-a450c11fdc03,33.33
685b4439-9888-4cee-8c00-b0ff1ec4edcc,690df635-7a54-41d1-882c-9efe419e7aea,33.33
685b4439-9888-4cee-8c00-b0ff1ec4edcc,deca9f56-0341-4841-91dc-6dbad53abab6,66.67
685b4439-9888-4cee-8c00-b0ff1ec4edcc,3bb92fda-bc2a-418e-b181-10021ec8d6bc,66.67
685b4439-9888-4cee-8c00-b0ff1ec4edcc,52e88ceb-6dfb-4bfc-8b9c-b2109da34b6d,33.33
685b4439-9888-4cee-8c00-b0ff1ec4edcc,69ab0593-b7a2-4287-b0a0-7fc43f8c544c,33.33
685b4439-9888-4cee-8c00-b0ff1ec4edcc,1e923a97-ddfc-4433-a249-bd4b063ac987,66.67
685b4439-9888-4cee-8c00-b0ff1ec4edcc,a3b4c6e2-02ee-4630-a1c3-7e7e97553531,33.33
685b4439-9888-4cee-8c00-b0ff1ec4edcc,61c889b5-94dc-4658-b34d-c91c02019ce7,66.67
685b4439-9888-4cee-8c00-b0ff1ec4edcc,6089ae74-7f5d-4c44-b3fb-0fe1a576313c,66.67
685b4439-9888-4cee-8c00-b0ff1ec4edcc,ace285c9-0e38-4ef4-b688-dfeaf68cb7c7,66.67
685b4439-9888-4cee-8c00-b0ff1ec4edcc,4d792ac2-4dcb-483c-bd90-1e681e8b4915,66.67
685b4439-9888-4cee-8c00-b0ff1ec4edcc,d2eea333-8503-47e7-9e2e-cb0f79f69ddc,66.67
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,07d262e6-6d4c-477b-84d2-ce4c12111831,33.33
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,c373bb8a-e747-4bbf-8cf8-f71b1797ecb2,66.67
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,573f66fb-369b-4745-a597-1d5b73202666,66.67
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,bd89535d-49e0-4ad6-9a79-556e5d68f2f5,66.67
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,9630770d-10a9-4812-bd57-e8282408214b,66.67
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,f2a408d2-ee78-444e-9ea6-50627db70a8d,66.67
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,ee44a28d-62cd-407b-a910-9f0c21897c7a,33.33
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,71c1d5ea-f690-401a-b582-a450c11fdc03,66.67
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,690df635-7a54-41d1-882c-9efe419e7aea,33.33
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,deca9f56-0341-4841-91dc-6dbad53abab6,66.67
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,3bb92fda-bc2a-418e-b181-10021ec8d6bc,66.67
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,52e88ceb-6dfb-4bfc-8b9c-b2109da34b6d,33.33
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,69ab0593-b7a2-4287-b0a0-7fc43f8c544c,33.33
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,1e923a97-ddfc-4433-a249-bd4b063ac987,66.67
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,a3b4c6e2-02ee-4630-a1c3-7e7e97553531,33.33
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,61c889b5-94dc-4658-b34d-c91c02019ce7,33.33
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,6089ae74-7f5d-4c44-b3fb-0fe1a576313c,66.67
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,ace285c9-0e38-4ef4-b688-dfeaf68cb7c7,66.67
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,4d792ac2-4dcb-483c-bd90-1e681e8b4915,66.67
e38a9fb4-9d8c-4728-8bc0-76ae359dbd12,d2eea333-8503-47e7-9e2e-cb0f79f69ddc,66.67
